playerId,awardCount,homeRuns,totalGames,oba,era,slg,obp,allStar,yearsPlayed,finalGame,completeGames,zr,class
guilloz01,2,28,1993,999,999,0.3382,0.28747142,2,15.4904,2000-10-01,0,0,FALSE
gullibi01,0,3,398,0.2838,3.7813333333333334,0.1840,0.16889577,0,14.8740,1994-08-07,54,0,FALSE
gurala01,0,0,405,0.27847058823529414,4.5588235294117645,0.0909,0.14285020,0,15.2521,1985-07-27,71,0,FALSE
gustifr01,0,38,1261,999,999,0.3588,0.32178827,3,10.6822,1950-05-17,0,0,FALSE
gwynnto01,21,135,2440,999,999,0.4585,0.38823991,13,19.2329,2001-10-07,0,0,TRUE
haasmu01,0,43,1168,999,999,0.4020,0.35860173,0,13.0548,1938-09-01,0,0,FALSE
hackst01,6,57,1938,999,999,0.3969,0.39399356,4,15.4603,1947-09-24,0,0,FALSE
haddiha01,3,4,531,0.24600000000000002,3.6526666666666667,0.2957,0.25476450,1,13.0301,1965-08-28,99,0,FALSE
hafeych01,4,164,1283,999,999,0.5261,0.37196823,1,13.0986,1937-09-30,0,0,TRUE
hahnno01,0,2,245,999,2.71,0.2367,0.23604061,0,7.2219,1906-07-07,212,0,FALSE
haineje01,2,3,560,0.27736842105263154,3.6394736842105266,0.2180,0.20779116,0,19.1562,1937-09-10,208,0,TRUE
hallabi01,2,2,328,0.2784615384615385,4.313846153846153,0.2011,0.21380408,1,13.4219,1938-09-14,90,0,FALSE
hamilbi01,0,40,1594,999,999,0.4323,0.45523073,0,13.1342,1901-09-16,0,0,TRUE
hamptmi01,9,16,448,0.27637500000000004,4.170625,0.3559,0.29411765,2,17.4740,2010-10-03,21,0,FALSE
handsbi01,0,0,374,0.26424999999999993,4.410833333333334,0.0911,0.14980401,0,10.1918,1975-08-10,72,0,FALSE
hanlone01,0,30,1274,999,999,0.3391,0.32672380,0,12.3836,1892-09-15,0,0,TRUE
hardeme01,2,4,584,0.2755000000000001,4.0625,0.2153,0.19357430,4,19.3836,1947-09-07,181,0,FALSE
hargrbu01,0,29,852,999,999,0.4516,0.37203456,0,16.9781,1930-09-06,0,0,FALSE
hargrmi01,1,80,1666,999,999,0.3911,0.39584895,1,11.5068,1985-10-06,0,0,FALSE
harpeto01,0,146,1810,999,999,0.3788,0.33817720,1,14.4849,1976-09-29,0,0,FALSE
harrato01,1,195,2157,999,999,0.3953,0.36478711,1,17.0904,1986-10-04,0,0,FALSE
harrebu01,2,7,1533,999,999,0.2882,0.32736997,2,15.1014,1980-10-05,0,0,FALSE
harribu01,0,9,1263,999,999,0.3539,0.35198779,0,11.7973,1931-06-12,0,0,TRUE
harrile01,0,37,1903,0,0,0.3489,0.31825664,0,17.0795,2005-10-02,0,0,FALSE
harriwi99,0,0,0,999,999,0.0000,0.00000000,0,0.0000,2022-12-06,0,0,TRUE
hartnga01,16,236,1990,999,999,0.4888,0.36959554,5,19.4658,1941-09-24,0,0,TRUE
harvedo99,0,0,0,999,999,0.0000,0.00000000,0,0.0000,2022-12-06,0,0,TRUE
hattogr01,0,91,1312,999,999,0.3740,0.35382094,0,14.4712,1960-10-01,0,0,FALSE
hearnji01,0,9,403,0.265,4.417857142857143,0.2099,0.18995834,0,12.0849,1959-05-15,63,0,FALSE
hebneri01,0,203,1908,999,999,0.4378,0.35212277,0,17.0384,1985-10-03,0,0,FALSE
heganji01,0,92,1666,999,999,0.3441,0.29401930,2,18.8301,1960-07-04,0,0.6666666666666666,FALSE
heilmha01,2,183,2148,999,999,0.5205,0.40953582,0,18.0548,1932-05-31,0,0,TRUE
helmsto01,4,34,1435,999,999,0.3420,0.30047316,2,13.0301,1977-10-01,0,0,FALSE
hemusso01,0,51,961,999,999,0.4113,0.38895777,0,10.1370,1959-06-14,0,0,FALSE
hendeda01,0,197,1538,999,999,0.4357,0.32007777,1,13.3123,1994-07-29,0,0,FALSE
henderi01,9,297,3081,999,999,0.4186,0.40124655,10,24.2548,2003-09-19,0,0,TRUE
hendrge01,4,267,2048,999,999,0.4458,0.32919016,3,17.3425,1988-10-02,0,0,FALSE
henketo01,1,0,642,0.2205714285714286,2.7749999999999995,0.0000,0.00000000,2,13.0630,1995-09-30,0,0,FALSE
hennemi01,0,0,561,0.25163636363636366,3.3263636363636366,0.0000,0.00000000,0,9.3890,1996-09-27,0,0,FALSE
henrito01,5,183,1284,999,999,0.4912,0.38194063,4,13.4000,1950-10-01,0,0,FALSE
hentgpa01,3,0,344,0.26342857142857146,4.575,0.1071,0.14773215,2,12.8904,2004-07-21,34,0,FALSE
hermaba01,0,181,1552,999,999,0.5319,0.38294744,0,19.4384,1945-09-16,0,0,FALSE
hermabi01,9,47,1922,999,999,0.4069,0.36694216,10,15.9342,1947-08-01,0,0,TRUE
hernake01,20,162,2088,999,999,0.4361,0.38440828,5,15.9096,1990-07-24,0,0,FALSE
hernali01,3,10,537,0.28877272727272735,4.559545454545455,0.2950,0.23131111,1,16.0247,2012-09-29,50,0,FALSE
hernaro01,0,0,1010,0.25220000000000004,3.8559999999999994,0.5000,0.50000000,2,16.0740,2007-09-25,0,0,FALSE
hernawi01,4,0,747,0.2507142857142858,3.5921428571428575,0.2381,0.21875137,2,12.3671,1989-08-18,0,0,FALSE
hershor01,10,0,521,0.2570555555555556,4.057222222222222,0.2420,0.22995430,2,16.8301,2000-06-26,68,0,FALSE
herzobu01,2,20,1493,999,999,0.3352,0.32876008,0,12.4055,1920-09-09,0,0,FALSE
herzowh01,0,25,634,999,999,0.3649,0.35401087,0,7.4521,1963-09-28,0,0,TRUE
hickmji02,0,159,1421,0.28,4.5,0.4258,0.33458971,1,12.2575,1974-07-14,0,0,FALSE
higgibo02,0,187,1362,999,999,0.4548,0.35800271,0,10.0329,2005-05-05,0,0,FALSE
higgipi01,5,140,1802,999,999,0.4275,0.37047466,2,16.2740,1946-09-29,0,0,FALSE
hillejo01,2,0,546,0.23513333333333333,3.1479999999999992,0.1188,0.13461122,0,14.7315,1980-05-27,13,0,FALSE
hillpe99,0,0,0,999,999,0.0000,0.00000000,0,0.0000,2022-12-06,0,0,TRUE
hinchbi01,0,20,908,999,999,0.3677,0.33608734,0,14.8384,1920-07-23,0,0,FALSE
hislela01,2,166,1197,999,999,0.4521,0.34688279,2,14.0795,1982-05-06,0,0,FALSE
hodgegi01,5,370,2084,999,999,0.4868,0.35719579,6,19.6000,1963-05-05,0,0,FALSE
hoernjo01,0,1,493,0.26912500000000006,3.8999999999999995,0.1695,0.13114754,0,13.8658,1977-08-05,0,0,FALSE
hoffmtr01,8,0,1035,0.21263157894736842,2.926315789473684,0.1765,0.11763062,7,17.4932,2010-09-29,0,0,TRUE
holmeto01,4,88,1320,999,999,0.4321,0.36590248,1,10.4658,1952-09-28,0,0,FALSE
holtzke01,1,2,456,0.2570588235294118,3.684705882352941,0.2076,0.18559923,1,14.0493,1979-09-19,127,0,FALSE
honeyri01,0,0,801,0.2762916666666667,5.211250000000001,0.1484,0.21000084,1,19.7014,1997-05-02,47,0,FALSE
hoopeha01,1,75,2309,0.33,0,0.3870,0.36791032,0,16.4795,1925-10-04,0,0,TRUE
hootobu01,1,4,481,0.251875,3.675625,0.1631,0.17336683,1,14.2329,1985-09-06,86,0,FALSE
hornebo01,1,218,1020,999,999,0.4993,0.33998101,1,10.0137,1988-06-18,0,0,FALSE
hornsro01,27,301,2259,999,999,0.5765,0.43374002,0,21.8740,1937-07-20,0,0,TRUE
hortowi01,2,325,2028,999,999,0.4566,0.33242076,4,17.0822,1980-10-05,0,0,FALSE
houghch01,0,1,858,0.23034615384615387,3.816538461538462,0.1770,0.16810301,1,23.9699,1994-07-26,107,0,FALSE
houttar01,1,2,330,0.3007142857142857,5.850714285714285,0.2320,0.21328704,1,12.4082,1957-09-22,78,0,FALSE
howarel01,7,167,1605,999,999,0.4270,0.32163751,6,13.4712,1968-09-29,0,1.3333333333333333,FALSE
howarfr01,4,382,1895,999,999,0.4986,0.35243662,4,15.0658,1973-09-30,0,0,FALSE
howear01,0,43,891,999,999,0.3793,0.32913122,0,10.7836,1985-04-19,0,0,FALSE
howelro02,0,80,1112,999,999,0.3893,0.32050042,1,10.0630,1984-09-29,0,0,FALSE
hoytwa01,3,0,674,0.2676,3.770400000000001,0.2354,0.22289157,0,19.8219,1938-05-15,226,0,TRUE
hraboal01,1,0,546,0.22784615384615384,2.7669230769230775,0.1786,0.21311510,0,12.1808,1982-08-18,0,0,FALSE
hrbekke01,1,293,1747,999,999,0.4806,0.36689127,1,12.9699,1994-08-10,0,0,FALSE
hubbaca99,0,0,0,999,999,0.0000,0.00000000,0,0.0000,2022-12-06,0,0,TRUE
hubbeca01,22,4,535,0.248125,3.1362499999999995,0.2267,0.21180030,5,15.0877,1943-08-24,260,0,TRUE
hudsoor01,4,93,1345,999,999,0.4116,0.34052055,2,10.2027,2012-10-03,0,0,FALSE
huffau01,1,242,1681,999,999,0.4641,0.34158576,0,12.1781,2012-10-03,0,0,FALSE
huggimi01,0,9,1586,999,999,0.3143,0.38196116,0,12.4219,1916-09-13,0,0,TRUE
hulbewi99,0,0,0,999,999,0.0000,0.00000000,0,0.0000,2022-12-06,0,0,TRUE
hundlra01,1,82,1061,999,999,0.3495,0.29229937,1,13.0027,1977-09-25,0,1.5,FALSE
hunteca01,3,6,515,0.23333333333333336,3.476,0.2872,0.23397782,6,14.3562,1979-09-17,181,0,TRUE
huntro01,1,39,1483,999,999,0.3467,0.36779525,2,11.4603,1974-09-28,0,0,FALSE
hurstbr01,0,0,380,0.277,5.03,0.1314,0.17346939,0,14.1918,1994-06-18,83,0,FALSE
hutchfr01,0,4,354,0.259,3.81,0.3262,0.33379740,1,14.4164,1953-09-27,81,0,FALSE
irvinmo01,0,99,764,999,999,0.4750,0.38072811,0,7.2356,1956-09-30,0,0,TRUE
irwinch01,0,16,991,999,999,0.3449,0.33077130,0,9.0849,1902-10-03,0,0,FALSE
isrinja01,0,2,724,0.23370588235294118,3.655882352941176,0.3173,0.24107102,1,17.1890,2012-09-19,3,0,FALSE
jacksda02,2,0,356,0.28058823529411764,4.647647058823529,0.1636,0.14772644,1,13.9151,1997-08-07,44,0,FALSE
jacksgr01,0,2,718,0.2590952380952381,4.296190476190477,0.1780,0.16392977,0,17.0247,1982-09-08,16,0,FALSE
jacksjo01,11,54,1332,999,999,0.5174,0.42273782,0,12.0986,1920-09-27,0,0,FALSE
jacksmi02,0,0,1005,0.22758823529411762,3.3688235294117654,0.2500,0.20687027,0,18.0630,2004-08-29,0,0,FALSE
jacksre01,13,563,2820,999,999,0.4901,0.35560810,12,20.3342,1987-10-04,0,0,TRUE
jacksso01,0,7,936,999,999,0.3028,0.30843096,0,10.7890,1974-07-09,0,0,FALSE
jackstr01,12,135,1656,999,999,0.4331,0.33650912,1,14.0027,1936-09-24,0,0,TRUE
jeffegr01,0,126,1465,999,999,0.4212,0.34426502,2,12.7370,2000-05-29,0,0,FALSE
jenkife01,5,13,665,0.24180000000000007,3.3890000000000002,0.2522,0.20021186,2,18.0548,1983-09-26,267,0,TRUE
jennihu01,0,18,1284,999,999,0.4061,0.39066763,0,27.2712,1918-09-02,0,0,TRUE
jenseja01,3,199,1438,999,999,0.4601,0.36666912,3,11.4630,1961-10-01,0,0,FALSE
johnsal01,0,78,1322,999,999,0.3917,0.32637758,1,12.1945,1976-10-01,0,0,FALSE
johnsba99,0,0,0,999,999,0.0000,0.00000000,0,0.0000,2022-12-06,0,0,TRUE
johnsbo01,1,288,1863,999,999,0.5059,0.39281704,5,12.4575,1945-09-23,0,0,FALSE
johnsch04,4,167,1188,999,999,0.4327,0.32974597,2,11.1068,2005-06-11,0,0,FALSE
johnsda02,5,136,1435,999,999,0.4040,0.34031995,3,13.4712,1978-09-29,0,0,FALSE
johnsde01,1,245,1765,999,999,0.4200,0.31057968,0,15.6959,1976-05-28,0,0,FALSE
johnsho01,3,228,1534,999,999,0.4462,0.33964258,2,13.4740,1995-10-01,0,0,FALSE
johnsju99,0,0,0,999,999,0.0000,0.00000000,0,0.0000,2022-12-06,0,0,TRUE
johnsra05,13,1,619,0.22516666666666665,3.4808333333333334,0.1520,0.15301353,8,21.0658,2009-10-04,100,0,TRUE
johnswa01,33,24,933,0.2288235294117647,2.348095238095238,0.3421,0.27380415,0,20.1753,1927-09-30,531,0,TRUE
johnto01,3,5,761,0.27117857142857144,3.488928571428571,0.1878,0.18676620,2,25.7342,1989-05-25,162,0,FALSE
jonesan01,15,434,2196,999,999,0.4856,0.33737592,4,16.1452,2012-10-03,0,0,FALSE
jonesch06,6,468,2499,999,999,0.5293,0.40109319,7,19.0740,2012-10-03,0,0,TRUE
jonescl01,1,93,1213,999,999,0.4044,0.33928568,1,12.6384,1976-05-01,0,0,FALSE
jonesdo01,1,0,846,0.27316666666666667,3.8111111111111122,0.1429,0.25016873,4,18.4877,2000-09-29,0,0,FALSE
jonesfi01,0,21,1788,999,999,0.3467,0.36819380,0,19.3808,1915-09-01,0,0,FALSE
jonesja05,0,3,40,999,999,0.3551,0.29752066,0,0.1836,2003-09-28,0,0,FALSE
jonesra01,4,0,319,0.2664,3.7039999999999997,0.1452,0.16211878,2,9.2329,1982-09-07,73,0,FALSE
jonessa01,0,6,713,0.265,3.833636363636364,0.2550,0.28917456,0,21.3068,1935-09-28,250,0,FALSE
jonesto02,2,0,982,0.2695263157894737,4.1615789473684215,0.2632,0.24995250,1,15.1178,2008-08-15,0,0,FALSE
jordabr01,0,184,1456,999,999,0.4548,0.33327407,1,14.4877,2006-09-30,0,0,FALSE
jordati01,0,32,540,999,999,0.3817,0.35500962,0,8.7315,1910-05-02,0,0,FALSE
jorgemi01,1,95,1633,999,999,0.3730,0.34723957,0,17.0822,1985-10-06,0,0,FALSE
jossad01,1,1,296,999,1.9155555555555557,0.1885,0.19839424,0,8.2521,1910-07-25,234,0,TRUE
joynewa01,0,204,2033,999,999,0.4396,0.36234392,1,15.1945,2001-06-14,0,0,FALSE
judgejo01,1,71,2171,999,999,0.4199,0.37783273,0,18.6548,1934-05-12,0,0,FALSE
jurgebi01,1,43,1816,999,999,0.3354,0.32479647,0,16.3616,1947-09-09,0,0,FALSE
justida01,6,305,1610,999,999,0.5003,0.37757568,2,13.3589,2002-09-29,0,0,FALSE
kaatji01,19,16,1004,0.27432142857142855,4.100714285714285,0.2670,0.22740920,2,23.9288,1983-07-01,180,0,FALSE
kalinal01,20,399,2834,999,999,0.4796,0.37544499,16,21.2849,1974-10-02,0,0,TRUE
kammwi01,4,29,1693,999,999,0.3842,0.37165875,0,12.1014,1935-05-22,0,0,FALSE
karroer01,3,284,1755,999,999,0.4537,0.32492972,0,12.8959,2004-07-21,0,0,FALSE
keefeti01,1,12,625,999,2.86,0.2698,0.25242850,0,13.0329,1893-08-15,554,0,TRUE
keelewi01,0,33,2123,999,999,0.4146,0.38781913,0,17.9397,1910-09-05,0,0,TRUE
kellech01,3,189,1170,999,999,0.5177,0.40990382,3,13.4082,1952-09-14,0,0,FALSE
kellejo01,0,65,1853,999,999,0.4512,0.40167530,0,17.1973,1908-10-03,0,0,TRUE
kellge01,13,78,1795,999,999,0.4138,0.36524911,7,13.9726,1957-09-14,0,0,TRUE
kellyge01,5,148,1622,0.21,0,0.4524,0.34212591,0,16.9507,1932-07-26,0,0,TRUE
kellyki01,0,69,1611,999,3.3114285714285714,0.4381,0.36883582,0,15.3507,1893-09-02,0,0,TRUE
keltnke01,3,163,1526,999,999,0.4408,0.33768118,7,12.6521,1950-05-25,0,0,FALSE
kendaja01,0,75,2085,999,999,0.3781,0.36583958,3,14.4219,2010-08-30,0,0,FALSE
kennejo03,0,32,856,999,999,0.3232,0.28059473,0,11.7863,1974-06-16,0,0,FALSE
kennete02,1,113,1491,999,999,0.3856,0.31376177,3,13.0959,1991-10-06,0,0,FALSE
kentje01,8,377,2311,999,999,0.4996,0.35551575,5,16.4712,2008-09-27,0,0,FALSE
kerrdi01,0,0,143,0.2775,4.029999999999999,0.2836,0.29508197,0,6.4493,1925-10-04,54,0,FALSE
kessido01,6,14,2078,999,999,0.3120,0.31404068,6,14.9041,1979-07-31,0,0,FALSE
keyji01,5,0,471,0.262,3.7466666666666675,0.0000,0.00000000,4,14.4658,1998-09-20,34,0,FALSE
kileda01,0,2,364,0.25966666666666666,4.164166666666667,0.1766,0.19007011,1,11.2027,2002-06-18,28,0,FALSE
killebi01,4,4,1035,999,999,0.2829,0.27258927,0,12.0575,1921-10-01,0,0,FALSE
killeha01,8,573,2435,999,999,0.5085,0.37564841,11,21.2740,1975-09-26,0,0,TRUE
kilroma01,0,1,342,999,4.016,0.2797,0.30412805,0,12.3425,1898-08-17,264,0,FALSE
kindeel01,2,1,484,0.22615384615384615,2.9884615384615385,0.1689,0.18415500,0,11.0301,1957-05-08,56,0,FALSE
kinerra01,10,369,1472,999,999,0.5479,0.39595447,5,9.4493,1955-09-25,0,0,TRUE
kingmda01,2,442,1941,0.2,9,0.4779,0.30163216,2,15.1945,1986-10-05,0,0,FALSE
kisonbr01,0,3,388,0.24893333333333334,3.7279999999999993,0.2475,0.20047264,0,14.2658,1985-10-05,36,0,FALSE
kleinch01,11,300,1753,999,999,0.5430,0.37878595,2,15.8767,1944-06-11,0,0,TRUE
klembi99,0,0,0,999,999,0.0000,0.00000000,0,0.0000,2022-12-06,0,0,TRUE
kleskry01,0,278,1736,999,999,0.5003,0.37008600,1,15.0438,2007-09-25,0,0,FALSE
klingjo01,4,20,1261,999,999,0.3573,0.31879264,0,13.0356,1913-09-21,0,0,FALSE
kluszte01,3,279,1718,999,999,0.4977,0.35174076,4,14.4658,1961-10-01,0,0,FALSE
knabeot01,0,8,1278,999,999,0.3135,0.32545101,0,10.9863,1916-09-25,0,0,FALSE
kneppbo01,0,6,449,0.2679375,3.8200000000000003,0.1964,0.17713004,2,13.7945,1990-06-24,78,0,FALSE
knighra01,3,84,1495,999,999,0.3899,0.32074405,2,14.0712,1988-10-02,0,0,FALSE
knoblch01,6,98,1632,999,999,0.4057,0.37773246,4,11.4767,2002-09-27,0,0,FALSE
knowlda01,0,0,766,0.2580588235294118,3.9041176470588237,0.1360,0.18382730,1,15.0110,1980-04-18,1,0,FALSE
koosmje01,0,2,612,0.25325000000000003,3.5845000000000007,0.1410,0.15126050,2,18.3671,1985-08-21,140,0,FALSE
koscoan01,0,73,658,999,999,0.3943,0.27264026,0,8.9671,1974-07-30,0,0,FALSE
koufasa01,22,2,397,0.20833333333333334,3.141666666666666,0.1160,0.14459205,4,11.2822,1966-10-02,137,0,TRUE
kraneed01,0,118,1853,999,999,0.3766,0.31633689,0,17.0329,1979-09-30,0,0,FALSE
krausle02,0,6,334,0.2583333333333333,4.194166666666667,0.2147,0.19582538,0,13.2795,1974-09-23,21,0,FALSE
kremera01,3,5,309,0.282,4.385,0.2489,0.21961326,0,9.2082,1933-07-01,134,0,FALSE
kressre01,1,89,1391,0.33,12.49,0.4197,0.34740432,0,18.8247,1946-07-17,0,0,FALSE
krukjo01,0,100,1200,999,999,0.4457,0.39664551,2,9.3178,1995-07-30,0,0,FALSE
krukomi01,0,5,371,0.26385714285714285,4.2335714285714285,0.2438,0.21361869,1,12.7507,1989-06-04,41,0,FALSE
kuennha01,2,87,1833,999,999,0.4081,0.35628857,7,14.0795,1966-10-02,0,0,FALSE
kuheljo01,0,131,2104,999,999,0.4057,0.35888039,0,16.7890,1947-05-11,0,0,FALSE
kuhnbo99,0,0,0,999,999,0.0000,0.00000000,0,0.0000,2022-12-06,0,0,TRUE
kuzavbo01,0,1,214,0.27133333333333337,4.589333333333333,0.1016,0.18181961,0,11.0301,1957-09-29,34,0,FALSE
lajoina01,5,82,2480,999,999,0.4663,0.38017572,0,20.0493,1916-08-26,0,0,TRUE
landike99,0,0,0,999,999,0.0000,0.00000000,0,0.0000,2022-12-06,0,0,TRUE
langebi01,0,39,817,999,999,0.4582,0.40005577,0,6.4712,1899-10-15,0,0,FALSE
langsma01,7,0,459,0.2538823529411765,4.247058823529412,0.1848,0.16840843,3,15.4740,1999-09-24,81,0,FALSE
lanieha01,0,8,1221,999,999,0.2749,0.25453133,0,9.2904,1973-09-30,0,0,FALSE
lankfra01,0,238,1701,999,999,0.4766,0.36389569,1,14.1288,2004-10-03,0,0,FALSE
lansfca01,3,151,1862,999,999,0.4106,0.34271540,1,14.5014,1992-10-04,0,0,FALSE
larkiba01,24,198,2180,999,999,0.4444,0.37052685,9,18.1534,2004-10-03,0,0,TRUE
larsedo01,2,14,480,0.2570588235294118,4.144705882352942,0.3708,0.29119249,0,14.2274,1967-07-07,44,0,FALSE
larusto01,0,0,132,999,999,0.2500,0.29207962,0,9.9151,1973-04-06,0,0,TRUE
lasorto01,1,0,27,0.26333333333333336,8.216666666666667,0.0714,0.07142092,0,1.9260,1956-07-08,0,0,TRUE
lathaar01,0,27,1634,999,999,0.3413,0.33533993,0,29.2548,1909-09-30,0,0,FALSE
lavagco01,1,40,1043,999,999,0.3767,0.35996006,2,13.4575,1947-09-28,0,0,FALSE
lawve01,4,11,516,0.27249999999999996,3.9693749999999994,0.3092,0.25373134,2,17.2027,1967-08-20,119,0,FALSE
lazzeto01,4,178,1740,999,999,0.4666,0.37985254,0,13.1589,1939-06-07,0,0,TRUE
leachfr01,0,72,991,999,999,0.4460,0.34081060,0,9.3342,1932-09-20,0,0,FALSE
leachto01,3,63,2156,999,999,0.3696,0.33991601,0,19.9397,1918-09-02,0,0,FALSE
leebi03,0,2,419,0.28750000000000003,3.8649999999999998,0.2640,0.21212207,0,12.8740,1982-05-07,72,0,FALSE
leeca01,3,358,2099,999,999,0.4828,0.33872253,3,13.4192,2012-10-03,0,0,FALSE
leede02,4,331,1942,999,999,0.4947,0.36465268,2,14.4274,2011-09-28,0,0,FALSE
leevesa01,0,2,389,999,2.476153846153846,0.2356,0.22783587,0,12.3425,1910-09-26,241,0,FALSE
leibrch01,0,0,394,0.2627857142857143,3.5471428571428576,0.1461,0.15957484,0,14.0219,1993-09-21,52,0,FALSE
leiteal01,3,0,419,0.24666666666666665,5.358095238095238,0.1019,0.14159555,2,18.0603,2005-10-02,16,0,FALSE
lemonbo01,9,37,615,0.24615384615384617,3.424615384615384,0.3863,0.28671329,4,16.8192,1958-07-01,188,0,TRUE
lemonch01,0,215,1988,999,999,0.4423,0.35476860,3,15.0767,1990-10-03,0,0,FALSE
leonabu99,0,0,0,999,999,0.0000,0.00000000,0,0.0000,2022-12-06,0,0,TRUE
leonade01,1,0,313,0.2555,3.59,0.0000,0.00000000,0,12.0712,1986-09-27,103,0,FALSE
leonadu02,2,0,640,0.25650000000000006,3.3175,0.1926,0.18494424,1,20.0822,1953-09-25,192,0,FALSE
leonaje01,1,144,1415,999,999,0.4105,0.31217996,2,13.0932,1990-10-03,0,0,FALSE
lewisdu01,0,38,1459,0.5,18,0.3844,0.33257887,0,11.1479,1921-06-06,0,0,FALSE
lidgebr01,3,0,603,0.2377272727272727,4.165454545454545,0.4286,0.28566939,2,10.1479,2012-06-16,0,0,FALSE
lindsfr01,4,103,1438,999,999,0.4489,0.35146017,0,12.0904,1936-05-15,0,0,TRUE
linzyfr01,0,1,516,0.26491666666666663,3.2641666666666667,0.1901,0.17599793,0,11.0603,1974-09-02,0,0,FALSE
lloydpo99,0,0,0,999,999,0.0000,0.00000000,0,0.0000,2022-12-06,0,0,TRUE
loberha01,2,32,1317,999,999,0.3662,0.33726992,0,14.0438,1917-10-03,0,0,FALSE
lockebo01,0,1,168,0.251,3.995,0.3061,0.31775701,0,9.2904,1968-09-29,2,0,FALSE
lockmwh01,0,114,1666,999,999,0.3906,0.34086028,1,14.9808,1960-06-24,0,0,FALSE
loducpa01,1,80,1082,999,999,0.4085,0.33708920,4,10.2767,2008-09-27,0,0,FALSE
loftoke01,4,130,2103,999,999,0.4228,0.37164375,5,16.0521,2007-09-29,0,0,FALSE
lolicmi01,2,0,592,0.24625,3.43,0.1206,0.21459227,2,16.3781,1979-09-23,195,0,FALSE
lombaer01,4,190,1853,999,999,0.4599,0.35823731,5,16.4356,1947-09-17,0,0,TRUE
lonboji01,3,3,426,0.2630666666666667,4.407333333333333,0.1753,0.19053470,0,14.1397,1979-06-10,90,0,FALSE
longhe01,0,91,1882,999,999,0.3827,0.33521018,0,15.2466,1904-07-13,0,0,FALSE
lopated01,0,5,357,0.26153846153846155,3.281538461538461,0.2683,0.26961627,1,11.4055,1955-09-23,164,0,FALSE
lopesda01,3,155,1812,999,999,0.3884,0.34888511,4,15.0411,1987-10-04,0,0,FALSE
lopezal01,3,51,1950,999,999,0.3367,0.32639531,2,18.9808,1947-09-16,0,0,TRUE
lopezja01,3,260,1503,999,999,0.4911,0.33696216,3,13.9644,2006-09-02,0,0,FALSE
lowebo01,0,71,1821,999,9,0.3598,0.32520011,0,17.4740,1907-10-06,0,0,FALSE
lowelmi01,3,223,1601,999,999,0.4638,0.34154232,4,12.0603,2010-10-02,0,0,FALSE
lowenjo01,0,116,1368,999,999,0.4033,0.33728856,0,14.6795,1985-05-04,0,0,FALSE
lucasre01,2,3,907,0.2780000000000001,3.555333333333334,0.3475,0.33950223,0,15.4630,1938-10-01,204,0,FALSE
luquedo01,2,5,559,0.251,3.2595,0.2905,0.28291815,0,20.9479,1935-04-26,206,0,FALSE
luzingr01,4,307,1821,999,999,0.4778,0.36257152,4,14.0521,1984-09-24,0,0,FALSE
lylesp01,2,0,899,0.2509444444444445,2.9799999999999995,0.2179,0.24096203,2,15.2438,1982-09-27,0,0,FALSE
lynnfr01,12,306,1969,999,999,0.4840,0.36047106,9,16.0877,1990-10-03,0,0,FALSE
lyonste01,8,5,705,0.2723809523809524,3.7552380952380946,0.2853,0.27023662,0,22.8959,1946-05-19,356,0,TRUE
mackco01,0,5,729,999,999,0.2999,0.30608489,0,9.9726,1896-08-29,0,0,TRUE
mackebi99,0,0,0,999,999,0.0000,0.00000000,0,0.0000,2022-12-06,0,0,TRUE
macphla99,0,0,0,999,999,0.0000,0.00000000,0,0.0000,2022-12-06,0,0,TRUE
macphle99,0,0,0,999,999,0.0000,0.00000000,0,0.0000,2022-12-06,0,0,TRUE
maddoga01,9,117,1749,999,999,0.4129,0.32014815,0,13.9945,1986-04-20,0,0,FALSE
maddugr01,31,5,759,0.25528,3.3844,0.2049,0.19056373,4,22.0822,2008-09-27,109,0,TRUE
madlobi01,2,163,1806,999,999,0.4418,0.36545820,3,14.0822,1987-10-04,0,0,FALSE
mageesh01,4,83,2087,999,999,0.4267,0.36374602,0,15.2548,1919-09-27,0,0,FALSE
maglisa01,1,2,304,0.2485714285714286,3.317142857142857,0.1581,0.16805135,1,13.0685,1958-08-31,93,0,FALSE
malonji01,0,7,321,0.2383333333333333,4.114166666666667,0.2803,0.24060119,1,11.1589,1971-09-21,74,0,FALSE
mancugu01,0,53,1460,999,999,0.3512,0.32812485,2,17.3781,1945-09-11,0,0,FALSE
manleef99,0,0,0,999,999,0.0000,0.00000000,0,0.0000,2022-12-06,0,0,TRUE
mantlmi01,15,536,2401,999,999,0.5568,0.42011641,16,17.4630,1968-09-28,0,0,TRUE
manushe01,5,110,2008,999,999,0.4788,0.37667072,1,16.0986,1939-05-22,0,0,TRUE
maranra01,7,28,2670,999,999,0.3397,0.31790819,0,23.0658,1935-09-29,0,0,TRUE
marbefi01,0,1,551,0.27133333333333337,3.4306666666666663,0.2365,0.22413793,0,12.8411,1936-06-10,86,0,FALSE
maricju01,5,4,475,0.24693750000000003,3.7131250000000002,0.2023,0.19085174,8,14.7507,1975-04-16,244,0,TRUE
marioma01,12,36,1572,999,999,0.3454,0.32253740,5,13.2301,1953-07-06,0,0,FALSE
marisro01,8,275,1463,999,999,0.4762,0.34538912,7,11.4630,1968-09-29,0,0,FALSE
